Site Code,Lake,Depth,Date,Julian Day,Active chl a (ug/L),Pprod (mg available C/m3/d)
100,Toolik,3,16-Jul-85,85197,.,.
100,Toolik,5,16-Jul-85,85197,.,.
100,Toolik,5,16-Jul-85,85197,0.684555,11.0785
100,Toolik,8,16-Jul-85,85197,1.167458,11.2016
100,Toolik,8,16-Jul-85,85197,1.087859,9.6233
100,Toolik,12,16-Jul-85,85197,0.39269,1.62615
100,Toolik,12,16-Jul-85,85197,0.379424,1.8809
100,Toolik,16,16-Jul-85,85197,0.809261,0.25249
100,Toolik,16,16-Jul-85,85197,0.756194,0
100,Toolik,0,23-Jul-85,85204,.,.
100,Toolik,1,23-Jul-85,85204,.,.
100,Toolik,3,23-Jul-85,85204,.,.
100,Toolik,5,23-Jul-85,85204,.,.
100,Toolik,8,23-Jul-85,85204,.,.
100,Toolik,12,23-Jul-85,85204,.,.
100,Toolik,16,23-Jul-85,85204,.,.
100,Toolik,0,26-Jul-85,85207,1.525655,16.3811
100,Toolik,1,26-Jul-85,85207,1.17188,16.6285
100,Toolik,3,26-Jul-85,85207,1.503544,11.7169
100,Toolik,5,26-Jul-85,85207,1.63621,6.5432
100,Toolik,8,26-Jul-85,85207,1.945763,2.3296
100,Toolik,12,26-Jul-85,85207,0.663328,0.5507
100,Toolik,16,26-Jul-85,85207,0.663328,0
100,Toolik,0,30-Jul-85,85211,.,.
100,Toolik,1,30-Jul-85,85211,.,.
100,Toolik,3,30-Jul-85,85211,.,.
100,Toolik,5,30-Jul-85,85211,.,.
100,Toolik,8,30-Jul-85,85211,.,.
100,Toolik,12,30-Jul-85,85211,.,.
100,Toolik,16,30-Jul-85,85211,.,.
100,Toolik,0,02-Aug-85,85214,0.40463,16.393
100,Toolik,1,02-Aug-85,85214,0.829161,11.5558
100,Toolik,3,02-Aug-85,85214,1.048059,7.8846
100,Toolik,5,02-Aug-85,85214,0.915393,4.1412
100,Toolik,8,02-Aug-85,85214,1.525655,1.408
100,Toolik,12,02-Aug-85,85214,0.623529,0
100,Toolik,16,02-Aug-85,85214,0.331664,0.4376
100,Toolik,0,06-Aug-85,85218,.,.
100,Toolik,1,06-Aug-85,85218,.,.
100,Toolik,3,06-Aug-85,85218,.,.
100,Toolik,5,06-Aug-85,85218,.,.
100,Toolik,8,06-Aug-85,85218,.,.
100,Toolik,12,06-Aug-85,85218,.,.
100,Toolik,16,06-Aug-85,85218,.,.
100,Toolik,0,26-Jun-86,86177,3.066446,32.627
100,Toolik,1,26-Jun-86,86177,5.529761,33.157
100,Toolik,3,26-Jun-86,86177,5.015513,22.393
100,Toolik,5,26-Jun-86,86177,4.050503,9.158
100,Toolik,8,26-Jun-86,86177,4.539356,0.541
100,Toolik,12,26-Jun-86,86177,3.015656,0.4959
100,Toolik,16,26-Jun-86,86177,2.666475,0.3028
100,Toolik,0,02-Jul-86,86183,4.036732,7.253
100,Toolik,1,02-Jul-86,86183,3.771694,65.062
100,Toolik,3,02-Jul-86,86183,4.920192,40.788
100,Toolik,5,02-Jul-86,86183,5.810448,14.775
100,Toolik,8,02-Jul-86,86183,2.215445,2.356
100,Toolik,12,02-Jul-86,86183,2.528054,1.0274
100,Toolik,16,02-Jul-86,86183,1.393148,0.5033
100,Toolik,0,10-Jul-86,86191,2.227101,35.14
100,Toolik,1,10-Jul-86,86191,2.686227,32.64
100,Toolik,3,10-Jul-86,86191,2.357301,13.68
100,Toolik,5,10-Jul-86,86191,5.290222,10.14
100,Toolik,8,10-Jul-86,86191,2.138017,2.977
100,Toolik,12,10-Jul-86,86191,0.986777,0.15
100,Toolik,16,10-Jul-86,86191,0.650999,0
100,Toolik,0,16-Jul-86,86197,2.006268,19.39
100,Toolik,1,16-Jul-86,86197,1.418525,29.16
100,Toolik,3,16-Jul-86,86197,1.879982,11.47
100,Toolik,5,16-Jul-86,86197,3.612235,14.13
100,Toolik,8,16-Jul-86,86197,5.384994,8.022
100,Toolik,12,16-Jul-86,86197,1.164366,1.037
100,Toolik,16,16-Jul-86,86197,0.994397,1.7807
100,Toolik,0,23-Jul-86,86204,.,20.078
100,Toolik,1,23-Jul-86,86204,.,18.77
100,Toolik,3,23-Jul-86,86204,.,13.436
100,Toolik,5,23-Jul-86,86204,.,2.843
100,Toolik,8,23-Jul-86,86204,.,5.934
100,Toolik,12,23-Jul-86,86204,.,0.804
100,Toolik,16,23-Jul-86,86204,.,0.667
100,Toolik,0,30-Jul-86,86211,.,25.777
100,Toolik,1,30-Jul-86,86211,.,13.789
100,Toolik,3,30-Jul-86,86211,.,13.6217
100,Toolik,5,30-Jul-86,86211,.,4.4813
100,Toolik,8,30-Jul-86,86211,.,2.372
100,Toolik,12,30-Jul-86,86211,.,0.3576
100,Toolik,16,30-Jul-86,86211,.,0
100,Toolik,0,06-Aug-86,86218,2.01467,17.665
100,Toolik,1,06-Aug-86,86218,2.096901,5.457
100,Toolik,3,06-Aug-86,86218,1.965331,16.519
100,Toolik,5,06-Aug-86,86218,2.080455,11.224
100,Toolik,8,06-Aug-86,86218,3.248141,1.297
100,Toolik,12,06-Aug-86,86218,1.480166,0.903
100,Toolik,16,06-Aug-86,86218,1.118347,0.139
100,Toolik,0,06-Jun-87,87157,.,.
100,Toolik,1,06-Jun-87,87157,.,.
100,Toolik,3,06-Jun-87,87157,.,.
100,Toolik,5,06-Jun-87,87157,.,.
100,Toolik,8,06-Jun-87,87157,.,.
100,Toolik,12,06-Jun-87,87157,.,.
100,Toolik,16,06-Jun-87,87157,.,.
100,Toolik,0,09-Jun-87,87160,.,.
100,Toolik,1,09-Jun-87,87160,.,.
100,Toolik,3,09-Jun-87,87160,.,.
100,Toolik,5,09-Jun-87,87160,.,.
100,Toolik,8,09-Jun-87,87160,.,.
100,Toolik,12,09-Jun-87,87160,.,.
100,Toolik,16,09-Jun-87,87160,.,.
100,Toolik,0,06-Jul-87,87187,1.686027,17.078
100,Toolik,1,06-Jul-87,87187,1.517329,19.792
100,Toolik,3,06-Jul-87,87187,1.5545,14.65
100,Toolik,5,06-Jul-87,87187,1.365787,14.268
100,Toolik,8,06-Jul-87,87187,1.788644,5.139
100,Toolik,12,06-Jul-87,87187,1.167543,0
100,Toolik,16,06-Jul-87,87187,0.970252,0
100,Toolik,0,13-Jul-87,87194,1.686027,25.602
100,Toolik,1,13-Jul-87,87194,1.517329,27.615
100,Toolik,3,13-Jul-87,87194,1.5545,17.009
100,Toolik,5,13-Jul-87,87194,1.365787,10.228
100,Toolik,8,13-Jul-87,87194,1.788644,5.862
100,Toolik,12,13-Jul-87,87194,1.167543,0.991
100,Toolik,16,13-Jul-87,87194,0.970252,0.03
100,Toolik,0,19-Jul-87,87200,0.568998,26.159
100,Toolik,1,19-Jul-87,87200,0.856834,18.753
100,Toolik,3,19-Jul-87,87200,0.637621,12.784
100,Toolik,5,19-Jul-87,87200,0.733884,9.484
100,Toolik,8,19-Jul-87,87200,1.527813,5.138
100,Toolik,12,19-Jul-87,87200,1.238072,0.432
100,Toolik,16,19-Jul-87,87200,0.520391,0
100,Toolik,0,27-Jul-87,87208,0.474642,29.838
100,Toolik,1,27-Jul-87,87208,0.611888,21.327
100,Toolik,3,27-Jul-87,87208,0.477501,16.058
100,Toolik,5,27-Jul-87,87208,0.577576,8.38
100,Toolik,8,27-Jul-87,87208,0.990744,5.863
100,Toolik,12,27-Jul-87,87208,0.526109,0
100,Toolik,16,27-Jul-87,87208,0.367419,0.744
100,Toolik,0,03-Aug-87,87215,1.334335,18.138
100,Toolik,1,03-Aug-87,87215,1.353397,16.382
100,Toolik,3,03-Aug-87,87215,1.362928,14.058
100,Toolik,5,03-Aug-87,87215,1.477299,3.79
100,Toolik,8,03-Aug-87,87215,1.200901,2.037
100,Toolik,12,03-Aug-87,87215,1.43441,0
100,Toolik,16,03-Aug-87,87215,0.862552,3.759
100,Toolik,0,09-Aug-87,87221,.,20.048
100,Toolik,1,09-Aug-87,87221,.,16.899
100,Toolik,3,09-Aug-87,87221,.,15.134
100,Toolik,5,09-Aug-87,87221,.,7.053
100,Toolik,8,09-Aug-87,87221,.,2
100,Toolik,12,09-Aug-87,87221,.,0
100,Toolik,16,09-Aug-87,87221,.,0
100,Toolik,0,29-Jun-88,88181,0.444675,.
100,Toolik,1,29-Jun-88,88181,0.825825,2.39
100,Toolik,3,29-Jun-88,88181,2.477475,8.27
100,Toolik,5,29-Jun-88,88181,2.92215,6.51
100,Toolik,8,29-Jun-88,88181,2.731575,1.72
100,Toolik,12,29-Jun-88,88181,2.7951,0
100,Toolik,16,29-Jun-88,88181,2.33772,0
100,Toolik,0,02-Jul-88,88184,1.67442,8.41
100,Toolik,1,02-Jul-88,88184,1.6225,7.68
100,Toolik,3,02-Jul-88,88184,1.92104,4.71
100,Toolik,5,02-Jul-88,88184,1.90806,4.17
100,Toolik,8,02-Jul-88,88184,6.50298,4.47
100,Toolik,12,02-Jul-88,88184,3.81612,0
100,Toolik,16,02-Jul-88,88184,1.63548,2.43
100,Toolik,0,06-Jul-88,88188,1.150731,15.77
100,Toolik,1,06-Jul-88,88188,1.059196,16.01
100,Toolik,3,06-Jul-88,88188,1.072272,12.14
100,Toolik,5,06-Jul-88,88188,1.75225,9.49
100,Toolik,8,06-Jul-88,88188,8.983549,6.01
100,Toolik,12,06-Jul-88,88188,6.041339,1.51
100,Toolik,16,06-Jul-88,88188,2.144545,0.29
100,Toolik,0,11-Jul-88,88193,1.5246,.
100,Toolik,0,11-Jul-88,88193,1.76176,.
100,Toolik,1,11-Jul-88,88193,1.66012,.
100,Toolik,1,11-Jul-88,88193,2.06668,.
100,Toolik,3,11-Jul-88,88193,5.99676,.
100,Toolik,3,11-Jul-88,88193,4.235,.
100,Toolik,5,11-Jul-88,88193,5.28528,.
100,Toolik,5,11-Jul-88,88193,.,10.21
100,Toolik,8,11-Jul-88,88193,.,10.38
100,Toolik,8,11-Jul-88,88193,.,7.77
100,Toolik,12,11-Jul-88,88193,.,5.76
100,Toolik,12,11-Jul-88,88193,.,5.33
100,Toolik,16,11-Jul-88,88193,.,0.74
100,Toolik,16,11-Jul-88,88193,.,0.62
100,Toolik,0,27-Jul-88,88209,0.136791,6.08
100,Toolik,1,27-Jul-88,88209,0.67881,3.66
100,Toolik,3,27-Jul-88,88209,0.958562,2.59
100,Toolik,5,27-Jul-88,88209,8.92738,2.47
100,Toolik,8,27-Jul-88,88209,1.60446,1.88
100,Toolik,12,27-Jul-88,88209,0.139876,0
100,Toolik,16,27-Jul-88,88209,0.839256,0
100,Toolik,0,03-Aug-88,88216,2.002147,13.74
100,Toolik,1,03-Aug-88,88216,1.755307,16.79
100,Toolik,3,03-Aug-88,88216,1.426187,12.03
100,Toolik,5,03-Aug-88,88216,1.19306,13.27
100,Toolik,8,03-Aug-88,88216,1.35762,7.34
100,Toolik,12,03-Aug-88,88216,1.60446,0
100,Toolik,16,03-Aug-88,88216,1.535893,9.16
100,Toolik,0,10-Aug-88,88223,1.070965,20.49
100,Toolik,1,10-Aug-88,88223,0.858858,13.05
100,Toolik,3,10-Aug-88,88223,0.844949,11.56
100,Toolik,5,10-Aug-88,88223,1.196142,2.67
100,Toolik,8,10-Aug-88,88223,1.582107,12.45
100,Toolik,12,10-Aug-88,88223,1.356092,9.43
100,Toolik,16,10-Aug-88,88223,1.137031,0
