Year,Month,Date,LTER_Site,Station,Daily_AirTemp_Mean_C,Flag_Daily_AirTemp_Mean_C,Daily_AirTemp_AbsMax_C,Flag_Daily_AirTemp_AbsMax_C,Daily_AirTemp_AbsMin_C,Flag_Daily_AirTemp_AbsMin_C,Daily_Precip_Total_mm,Flag_Daily_Precip_Total_mm,Daily_windsp_mean_msec,FLAG_Daily_windsp_mean_msec,Daily_Windspeed_AbsMax_m_s,Daily_globalrad_total_jcm2,FLAG_Daily_globalrad_total_mjm2,Moss,Soil20cm,Comments
1995,10,19951022,ARC,TLKMAIN,-18.7,,-12.1,,-21.8,,0.0,E,1.8,,4.3,#N/A,,-4,-3,Using Imnavait SNOTEL precipitation data.
1995,10,19951023,ARC,TLKMAIN,-15.9,,-13.9,,-17.7,,0.0,E,1.2,,3.6,#N/A,,-3,-3,Using Imnavait SNOTEL precipitation data.
1995,10,19951024,ARC,TLKMAIN,-17.7,,-11.8,,-23.2,,0.0,E,2.1,,3.7,#N/A,,-4,-2,Using Imnavait SNOTEL precipitation data.
1995,10,19951025,ARC,TLKMAIN,-16.1,,-14.4,,-23.0,,0.0,E,2.0,,3.6,#N/A,,-4,-3,Using Imnavait SNOTEL precipitation data.
1995,10,19951026,ARC,TLKMAIN,-17.4,,-16.8,,-18.8,,0.0,E,1.8,,3.2,#N/A,,-3,-2,Using Imnavait SNOTEL precipitation data.
1995,10,19951027,ARC,TLKMAIN,-17.8,,-13.7,,-22.7,,0.0,E,2.1,,5.3,#N/A,,-3,-2,Using Imnavait SNOTEL precipitation data.
1995,10,19951028,ARC,TLKMAIN,-11.0,,-3.2,,-17.8,,2.5,E,5.9,,13.4,#N/A,,-3,-2,Using Imnavait SNOTEL precipitation data.
1995,10,19951029,ARC,TLKMAIN,-1.5,,3.3,,-5.1,,5.1,E,7.6,,12.1,#N/A,,-2,-2,Using Imnavait SNOTEL precipitation data.
1995,10,19951030,ARC,TLKMAIN,2.0,,3.6,,0.6,,0.0,E,6.0,,11.3,#N/A,,-1,-1,Using Imnavait SNOTEL precipitation data.
1995,10,19951031,ARC,TLKMAIN,0.2,,3.1,,-4.9,,5.1,E,3.0,,7.5,#N/A,,-1,-1,Using Imnavait SNOTEL precipitation data.
1995,11,19951101,ARC,TLKMAIN,-1.6,,4.0,,-8.4,,0.0,E,2.5,,9.2,#N/A,,-2,-1,Using Imnavait SNOTEL precipitation data.
1995,11,19951102,ARC,TLKMAIN,-5.0,,-2.8,,-6.5,,5.1,E,2.3,,5.9,#N/A,,-2,-1,Using Imnavait SNOTEL precipitation data.
1995,11,19951103,ARC,TLKMAIN,-7.7,,-6.5,,-10.4,,0.0,E,3.9,,8.1,#N/A,,-1,-1,Using Imnavait SNOTEL precipitation data.
1995,11,19951104,ARC,TLKMAIN,-16.2,,-10.4,,-23.5,,0.0,E,1.8,,5.9,#N/A,,-1,-1,Using Imnavait SNOTEL precipitation data.
1995,11,19951105,ARC,TLKMAIN,-26.4,,-18.8,,-31.6,,0.0,E,2.2,,4.2,#N/A,,-2,-2,Using Imnavait SNOTEL precipitation data.
1995,11,19951106,ARC,TLKMAIN,-21.6,,-17.9,,-25.6,,0.0,E,3.4,,5.8,#N/A,,-2,-2,Using Imnavait SNOTEL precipitation data.
1995,11,19951107,ARC,TLKMAIN,-18.8,,-16.8,,-21.9,,0.0,E,3.8,,6.7,#N/A,,-2,-2,Using Imnavait SNOTEL precipitation data.
1995,11,19951108,ARC,TLKMAIN,-17.9,,-12.7,,-22.5,,0.0,E,2.6,,4.5,#N/A,,-3,-2,Using Imnavait SNOTEL precipitation data.
1995,11,19951109,ARC,TLKMAIN,-16.9,,-12.2,,-22.4,,0.0,E,3.9,,7.3,#N/A,,-2,-2,Using Imnavait SNOTEL precipitation data.
1995,11,19951110,ARC,TLKMAIN,-18.5,,-15.6,,-21.4,,0.0,E,3.6,,5.6,#N/A,,-3,-2,Using Imnavait SNOTEL precipitation data.
1995,11,19951111,ARC,TLKMAIN,-19.5,,-15.7,,-24.1,,0.0,E,3.2,,4.6,#N/A,,-3,-2,Using Imnavait SNOTEL precipitation data.
1995,11,19951112,ARC,TLKMAIN,-18.7,,-15.5,,-19.9,,0.0,E,4.0,,5.7,#N/A,,-3,-2,Using Imnavait SNOTEL precipitation data.
1995,11,19951113,ARC,TLKMAIN,-21.2,,-19.2,,-25.3,,0.0,E,3.7,,5.5,#N/A,,-3,-2,Using Imnavait SNOTEL precipitation data.
1995,11,19951114,ARC,TLKMAIN,-30.4,,-25.4,,-33.3,,0.0,E,1.5,,3.8,#N/A,,-4,-3,Using Imnavait SNOTEL precipitation data.
1995,11,19951115,ARC,TLKMAIN,-34.4,,-30.9,,-36.5,,0.0,E,1.0,,2.5,#N/A,,-4,-3,Using Imnavait SNOTEL precipitation data.
1995,11,19951116,ARC,TLKMAIN,-33.9,,-30.2,,-36.7,,0.0,E,1.4,,2.2,#N/A,,-5,-4,Using Imnavait SNOTEL precipitation data.
1995,11,19951117,ARC,TLKMAIN,-29.6,,-26.4,,-33.6,,0.0,E,1.0,,1.7,#N/A,,-5,-4,Using Imnavait SNOTEL precipitation data.
1995,11,19951118,ARC,TLKMAIN,-24.9,,-22.0,,-27.5,,0.0,E,0.8,,1.8,#N/A,,-4,-4,Using Imnavait SNOTEL precipitation data.
1995,11,19951119,ARC,TLKMAIN,-20.6,,-14.7,,-27.1,,0.0,E,2.0,,4.0,#N/A,,-4,-3,Using Imnavait SNOTEL precipitation data.
1995,11,19951120,ARC,TLKMAIN,-17.3,,-14.9,,-19.9,,0.0,E,3.7,,5.6,#N/A,,-4,-3,Using Imnavait SNOTEL precipitation data.
1995,11,19951121,ARC,TLKMAIN,-17.8,,-14.6,,-22.2,,0.0,E,3.4,,5.3,#N/A,,-4,-3,Using Imnavait SNOTEL precipitation data.
1995,11,19951122,ARC,TLKMAIN,-18.8,,-12.8,,-22.0,,0.0,E,3.4,,5.5,#N/A,,-4,-4,Using Imnavait SNOTEL precipitation data.
1995,11,19951123,ARC,TLKMAIN,-17.2,,-14.1,,-21.2,,0.0,E,3.6,,5.6,#N/A,,-4,-4,Using Imnavait SNOTEL precipitation data.
1995,11,19951124,ARC,TLKMAIN,-17.8,,-10.4,,-22.5,,0.0,E,3.5,,7.8,#N/A,,-4,-4,Using Imnavait SNOTEL precipitation data.
1995,11,19951125,ARC,TLKMAIN,-15.4,,-10.5,,-23.6,,0.0,E,3.8,,7.3,#N/A,,-4,-3,Using Imnavait SNOTEL precipitation data.
1995,11,19951126,ARC,TLKMAIN,-18.4,,-13.1,,-24.9,,0.0,E,5.2,,8.6,#N/A,,-4,-3,Using Imnavait SNOTEL precipitation data.
1995,11,19951127,ARC,TLKMAIN,-13.8,,-10.0,,-18.4,,5.1,E,4.0,,7.2,#N/A,,-3,-3,Using Imnavait SNOTEL precipitation data.
1995,11,19951128,ARC,TLKMAIN,-10.4,,-6.5,,-18.5,,2.5,E,5.5,,11.9,#N/A,,-3,-3,Using Imnavait SNOTEL precipitation data.
1995,11,19951129,ARC,TLKMAIN,-14.6,,-7.8,,-18.7,,0.0,E,7.5,,13.6,#N/A,,-3,-2,Using Imnavait SNOTEL precipitation data.
1995,11,19951130,ARC,TLKMAIN,-16.6,,-14.6,,-19.0,,0.0,E,9.2,,13.4,#N/A,,-3,-3,Using Imnavait SNOTEL precipitation data.
1995,12,19951201,ARC,TLKMAIN,-24.2,,-19.1,,-27.9,,0.0,E,6.2,,11.0,#N/A,,-4,-3,Using Imnavait SNOTEL precipitation data.
1995,12,19951202,ARC,TLKMAIN,-28.2,,-26.9,,-31.4,,0.0,E,4.2,,7.2,#N/A,,-4,-3,Using Imnavait SNOTEL precipitation data.
1995,12,19951203,ARC,TLKMAIN,-26.4,,-25.0,,-29.8,,0.0,E,4.6,,8.3,#N/A,,-5,-4,Using Imnavait SNOTEL precipitation data.
1995,12,19951204,ARC,TLKMAIN,-29.0,,-27.6,,-32.4,,0.0,E,4.6,,8.5,#N/A,,-5,-4,Using Imnavait SNOTEL precipitation data.
1995,12,19951205,ARC,TLKMAIN,-28.6,,-19.8,,-32.6,,0.0,E,6.1,,9.0,#N/A,,-5,-4,Using Imnavait SNOTEL precipitation data.
1995,12,19951206,ARC,TLKMAIN,-15.3,,-12.7,,-20.0,,10.2,E,7.4,,13.0,#N/A,,-5,-4,Using Imnavait SNOTEL precipitation data.
1995,12,19951207,ARC,TLKMAIN,-16.3,,-14.8,,-18.6,,0.0,E,3.1,,6.3,#N/A,,-4,-4,Using Imnavait SNOTEL precipitation data.
1995,12,19951208,ARC,TLKMAIN,-17.6,,-15.3,,-24.5,,0.0,E,2.7,,5.4,#N/A,,-4,-3,Using Imnavait SNOTEL precipitation data.
1995,12,19951209,ARC,TLKMAIN,-22.8,,-19.6,,-26.1,,0.0,E,4.0,,6.6,#N/A,,-4,-4,Using Imnavait SNOTEL precipitation data.
1995,12,19951210,ARC,TLKMAIN,-21.9,,-18.2,,-24.9,,10.2,E,3.5,,6.3,#N/A,,-5,-4,Using Imnavait SNOTEL precipitation data.
1995,12,19951211,ARC,TLKMAIN,-30.0,,-23.4,,-34.0,,0.0,E,2.7,,4.9,#N/A,,-5,-4,Using Imnavait SNOTEL precipitation data.
1995,12,19951212,ARC,TLKMAIN,-36.2,,-31.7,,-38.2,,0.0,E,1.7,,4.1,#N/A,,-6,-4,Using Imnavait SNOTEL precipitation data.
1995,12,19951213,ARC,TLKMAIN,-37.7,,-35.1,,-38.9,,0.0,E,1.4,,2.9,#N/A,,-6,-5,Using Imnavait SNOTEL precipitation data.
1995,12,19951214,ARC,TLKMAIN,-37.1,,-33.9,,-38.5,,0.0,E,1.2,,2.9,#N/A,,-7,-5,Using Imnavait SNOTEL precipitation data.
1995,12,19951215,ARC,TLKMAIN,-32.0,,-28.4,,-34.6,,0.0,E,3.0,,5.1,#N/A,,-7,-6,Using Imnavait SNOTEL precipitation data.
1995,12,19951216,ARC,TLKMAIN,-24.8,,-17.5,,-32.0,,0.0,E,2.9,,5.4,#N/A,,-8,-6,Using Imnavait SNOTEL precipitation data.
1995,12,19951217,ARC,TLKMAIN,-19.2,,-14.6,,-26.1,,0.0,E,3.2,,8.3,#N/A,,-7,-6,Using Imnavait SNOTEL precipitation data.
1995,12,19951218,ARC,TLKMAIN,-14.9,,-10.0,,-20.7,,2.5,E,5.9,,10.4,#N/A,,-7,-6,Using Imnavait SNOTEL precipitation data.
1995,12,19951219,ARC,TLKMAIN,-21.8,,-9.4,,-32.3,,0.0,E,2.6,,12.2,#N/A,,-6,-5,Using Imnavait SNOTEL precipitation data.
1995,12,19951220,ARC,TLKMAIN,-27.3,,-23.7,,-31.7,,0.0,E,1.5,,4.6,#N/A,,-7,-6,Using Imnavait SNOTEL precipitation data.
1995,12,19951221,ARC,TLKMAIN,-26.4,,-24.9,,-27.6,,0.0,E,1.3,,2.9,#N/A,,-6,-6,Using Imnavait SNOTEL precipitation data.
1995,12,19951222,ARC,TLKMAIN,-24.9,,-20.0,,-27.3,,0.0,E,1.5,,3.9,#N/A,,-7,-6,Using Imnavait SNOTEL precipitation data.
1995,12,19951223,ARC,TLKMAIN,-10.3,,-1.6,,-20.6,,5.1,E,3.0,,7.4,#N/A,,-6,-6,Using Imnavait SNOTEL precipitation data.
1995,12,19951224,ARC,TLKMAIN,-8.2,,-0.9,,-12.3,,0.0,E,2.1,,7.6,#N/A,,-5,-5,Using Imnavait SNOTEL precipitation data.
1995,12,19951225,ARC,TLKMAIN,-18.1,,-10.8,,-22.5,,0.0,E,2.2,,4.3,#N/A,,-5,-5,Using Imnavait SNOTEL precipitation data.
1995,12,19951226,ARC,TLKMAIN,-21.6,,-20.9,,-22.3,,0.0,E,0.8,,1.8,#N/A,,-5,-5,Using Imnavait SNOTEL precipitation data.
1995,12,19951227,ARC,TLKMAIN,-21.0,,-19.7,,-21.9,,0.0,E,1.0,,1.8,#N/A,,-5,-5,Using Imnavait SNOTEL precipitation data.
1995,12,19951228,ARC,TLKMAIN,-23.1,,-20.1,,-27.9,,0.0,E,0.7,,1.4,#N/A,,-5,-5,Using Imnavait SNOTEL precipitation data.
1995,12,19951229,ARC,TLKMAIN,-29.0,,-23.4,,-34.3,,0.0,E,0.8,,1.5,#N/A,,-6,-5,Using Imnavait SNOTEL precipitation data.
1995,12,19951230,ARC,TLKMAIN,-19.0,,-8.7,,-31.7,,0.0,E,3.9,,11.1,#N/A,,-6,-5,Using Imnavait SNOTEL precipitation data.
1995,12,19951231,ARC,TLKMAIN,-9.8,,-5.8,,-11.8,,0.0,E,8.1,,11.6,#N/A,,-5,-5,Using Imnavait SNOTEL precipitation data.
1996,1,19960101,ARC,TLKMAIN,-9.1,,-5.8,,-14.2,,0.0,E,5.3,,9.7,#N/A,,-5,-5,Soil and Lake thermocouple stopped working in the winter.
1996,1,19960102,ARC,TLKMAIN,-8.8,,-3.6,,-14.2,,0.0,E,6.1,,11.8,#N/A,,-5,-4,Using Imnavait SNOTEL precipitation data.
1996,1,19960103,ARC,TLKMAIN,-3.7,,-1.4,,-7.3,,0.0,E,6.3,,12.5,#N/A,,-5,-4,Using Imnavait SNOTEL precipitation data.
1996,1,19960104,ARC,TLKMAIN,-7.5,,-4.8,,-12.6,,0.0,E,2.8,,6.0,#N/A,,-4,-4,Using Imnavait SNOTEL precipitation data.
1996,1,19960105,ARC,TLKMAIN,-18.6,,-12.6,,-24.0,,0.0,E,1.6,,3.9,#N/A,,-4,-4,Using Imnavait SNOTEL precipitation data.
1996,1,19960106,ARC,TLKMAIN,-29.4,,-20.0,,-40.0,,0.0,E,1.2,,2.4,#N/A,,-4,-4,Using Imnavait SNOTEL precipitation data.
1996,1,19960107,ARC,TLKMAIN,-40.1,,-37.2,,-42.7,,0.0,E,1.0,,1.5,#N/A,,-4,-3,Using Imnavait SNOTEL precipitation data.
1996,1,19960108,ARC,TLKMAIN,-37.6,,-34.4,,-41.3,,0.0,E,1.4,,2.3,#N/A,,-4,-4,Using Imnavait SNOTEL precipitation data.
1996,1,19960109,ARC,TLKMAIN,-39.2,,-36.7,,-41.9,,0.0,E,1.1,,1.7,#N/A,,-5,-4,Using Imnavait SNOTEL precipitation data.
1996,1,19960110,ARC,TLKMAIN,-35.6,,-32.1,,-39.2,,0.0,E,1.5,,2.4,#N/A,,-5,-5,Using Imnavait SNOTEL precipitation data.
1996,1,19960111,ARC,TLKMAIN,-30.5,,-26.2,,-33.1,,0.0,E,2.2,,2.9,#N/A,,-6,-5,Using Imnavait SNOTEL precipitation data.
1996,1,19960112,ARC,TLKMAIN,-23.3,,-16.7,,-27.6,,0.0,E,2.9,,5.2,#N/A,,-6,-5,Using Imnavait SNOTEL precipitation data.
1996,1,19960113,ARC,TLKMAIN,-18.5,,-16.5,,-20.9,,0.0,E,3.2,,6.4,#N/A,,-6,-5,Using Imnavait SNOTEL precipitation data.
1996,1,19960114,ARC,TLKMAIN,-15.0,,-12.0,,-22.1,,0.0,E,4.6,,10.1,#N/A,,-6,-5,Using Imnavait SNOTEL precipitation data.
1996,1,19960115,ARC,TLKMAIN,-18.1,,-13.4,,-24.7,,0.0,E,2.5,,5.9,#N/A,,-6,-5,Using Imnavait SNOTEL precipitation data.
1996,1,19960116,ARC,TLKMAIN,-24.8,,-21.3,,-26.9,,0.0,E,3.3,,5.2,#N/A,,-7,-6,Using Imnavait SNOTEL precipitation data.
1996,1,19960117,ARC,TLKMAIN,-23.9,,-20.5,,-27.2,,0.0,E,3.5,,6.0,#N/A,,-7,-6,Using Imnavait SNOTEL precipitation data.
1996,1,19960118,ARC,TLKMAIN,-28.3,,-23.0,,-34.0,,0.0,E,2.7,,4.8,#N/A,,-8,-6,Using Imnavait SNOTEL precipitation data.
1996,1,19960119,ARC,TLKMAIN,-27.6,,-17.7,,-35.6,,0.0,E,2.1,,4.7,#N/A,,-8,-7,Using Imnavait SNOTEL precipitation data.
1996,1,19960120,ARC,TLKMAIN,-16.2,,-15.1,,-18.8,,0.0,E,1.7,,4.7,#N/A,,-7,-7,Using Imnavait SNOTEL precipitation data.
1996,1,19960121,ARC,TLKMAIN,-16.3,,-13.0,,-19.7,,0.0,E,2.1,,5.2,#N/A,,-7,-6,Using Imnavait SNOTEL precipitation data.
1996,1,19960122,ARC,TLKMAIN,-17.3,,-13.4,,-20.0,,0.0,E,4.2,,6.6,#N/A,,-7,-6,Using Imnavait SNOTEL precipitation data.
1996,1,19960123,ARC,TLKMAIN,-21.7,,-17.3,,-25.8,,0.0,E,3.4,,5.8,#N/A,,-7,-7,Using Imnavait SNOTEL precipitation data.
1996,1,19960124,ARC,TLKMAIN,-23.5,,-18.9,,-30.7,,0.0,E,2.6,,6.0,#N/A,,-8,-7,Using Imnavait SNOTEL precipitation data.
1996,1,19960125,ARC,TLKMAIN,-26.8,,-24.2,,-29.8,,0.0,E,4.5,,6.8,#N/A,,-8,-7,Using Imnavait SNOTEL precipitation data.
1996,1,19960126,ARC,TLKMAIN,-22.8,,-14.1,,-26.7,,0.0,E,4.8,,10.4,#N/A,,-8,-7,Using Imnavait SNOTEL precipitation data.
1996,1,19960127,ARC,TLKMAIN,-12.5,,-9.3,,-17.5,,0.0,E,9.5,,14.4,#N/A,,-8,-7,Using Imnavait SNOTEL precipitation data.
1996,1,19960128,ARC,TLKMAIN,-6.4,,-0.5,,-10.5,,5.1,E,8.6,,14.0,#N/A,,-7,-7,Using Imnavait SNOTEL precipitation data.
1996,1,19960129,ARC,TLKMAIN,-4.7,,1.0,,-8.0,,0.0,E,8.7,,14.0,#N/A,,-6,-6,Using Imnavait SNOTEL precipitation data.
1996,1,19960130,ARC,TLKMAIN,-8.5,,-5.9,,-11.8,,0.0,E,7.0,,11.3,#N/A,,-7,-6,Using Imnavait SNOTEL precipitation data.
1996,1,19960131,ARC,TLKMAIN,-13.4,,-8.7,,-25.2,,0.0,E,5.2,,11.0,#N/A,,-7,-6,Using Imnavait SNOTEL precipitation data.
1996,2,19960201,ARC,TLKMAIN,-25.1,,-20.0,,-29.7,,0.0,E,3.9,,7.9,#N/A,,-7,-7,Using Imnavait SNOTEL precipitation data.
1996,2,19960202,ARC,TLKMAIN,-26.3,,-20.2,,-33.7,,0.0,E,3.7,,8.1,#N/A,,-8,-7,Using Imnavait SNOTEL precipitation data.
1996,2,19960203,ARC,TLKMAIN,-33.6,,-29.7,,-38.6,,0.0,E,2.6,,5.6,#N/A,,-9,-8,Using Imnavait SNOTEL precipitation data.
1996,2,19960204,ARC,TLKMAIN,-36.6,,-32.1,,-40.4,,0.0,E,2.8,,5.1,#N/A,,-9,-8,Using Imnavait SNOTEL precipitation data.
1996,2,19960205,ARC,TLKMAIN,-38.9,,-35.8,,-41.0,,0.0,E,3.3,,8.5,#N/A,,-10,-8,Using Imnavait SNOTEL precipitation data.
1996,2,19960206,ARC,TLKMAIN,-33.5,,-31.3,,-38.6,,0.0,E,2.0,,5.7,#N/A,,-11,-9,Using Imnavait SNOTEL precipitation data.
1996,2,19960207,ARC,TLKMAIN,-29.3,,-23.7,,-31.5,,0.0,E,3.1,,7.8,#N/A,,-10,-9,Using Imnavait SNOTEL precipitation data.
1996,2,19960208,ARC,TLKMAIN,-29.3,,-24.7,,-32.7,,0.0,E,2.1,,4.8,#N/A,,-10,-9,Using Imnavait SNOTEL precipitation data.
1996,2,19960209,ARC,TLKMAIN,-34.2,,-31.7,,-38.1,,0.0,E,1.4,,3.2,#N/A,,-11,-9,Using Imnavait SNOTEL precipitation data.
1996,2,19960210,ARC,TLKMAIN,-36.2,,-32.7,,-39.7,,0.0,E,1.7,,3.5,#N/A,,-11,-10,Using Imnavait SNOTEL precipitation data.
1996,2,19960211,ARC,TLKMAIN,-31.0,,-26.1,,-38.2,,0.0,E,4.3,,8.3,#N/A,,-11,-10,Using Imnavait SNOTEL precipitation data.
1996,2,19960212,ARC,TLKMAIN,-25.8,,-21.3,,-29.1,,0.0,E,4.8,,7.5,#N/A,,-12,-10,Using Imnavait SNOTEL precipitation data.
1996,2,19960213,ARC,TLKMAIN,-17.8,,-4.5,,-24.4,,0.0,E,4.2,,10.7,#N/A,,-11,-10,Using Imnavait SNOTEL precipitation data.
1996,2,19960214,ARC,TLKMAIN,-5.4,,-3.4,,-7.2,,5.1,E,6.2,,10.0,#N/A,,-9,-9,Using Imnavait SNOTEL precipitation data.
1996,2,19960215,ARC,TLKMAIN,-10.3,,-5.7,,-13.0,,0.0,E,5.8,,8.4,#N/A,,-9,-8,Using Imnavait SNOTEL precipitation data.
1996,2,19960216,ARC,TLKMAIN,-17.3,,-5.1,,-26.1,,0.0,E,4.2,,10.5,#N/A,,-8,-8,Using Imnavait SNOTEL precipitation data.
1996,2,19960217,ARC,TLKMAIN,-19.5,,-9.1,,-28.0,,5.1,E,4.6,,14.3,#N/A,,-9,-8,Using Imnavait SNOTEL precipitation data.
1996,2,19960218,ARC,TLKMAIN,-12.2,,-7.2,,-22.6,,2.5,E,11.4,,21.2,#N/A,,-9,-8,Using Imnavait SNOTEL precipitation data.
1996,2,19960219,ARC,TLKMAIN,-28.4,,-22.6,,-31.4,,0.0,E,8.8,,14.7,#N/A,,-10,-9,Using Imnavait SNOTEL precipitation data.
1996,2,19960220,ARC,TLKMAIN,-33.8,,-31.0,,-37.5,,0.0,E,2.8,,7.4,#N/A,,-11,-10,Using Imnavait SNOTEL precipitation data.
1996,2,19960221,ARC,TLKMAIN,-32.2,,-24.0,,-37.4,,0.0,E,2.6,,6.8,#N/A,,-12,-10,Using Imnavait SNOTEL precipitation data.
1996,2,19960222,ARC,TLKMAIN,-37.1,,-32.7,,-40.7,,0.0,E,2.6,,7.5,#N/A,,-12,-11,Using Imnavait SNOTEL precipitation data.
1996,2,19960223,ARC,TLKMAIN,-31.7,,-27.5,,-34.9,,0.0,E,4.7,,8.5,#N/A,,-13,-12,Using Imnavait SNOTEL precipitation data.
1996,2,19960224,ARC,TLKMAIN,-14.5,,-6.7,,-28.9,,10.2,E,12.5,,22.1,#N/A,,-12,-11,Using Imnavait SNOTEL precipitation data.
1996,2,19960225,ARC,TLKMAIN,-5.4,,-2.1,,-8.0,,0.0,E,9.5,,17.2,#N/A,,-10,-10,Using Imnavait SNOTEL precipitation data.
1996,2,19960226,ARC,TLKMAIN,-7.0,,-4.2,,-9.7,,0.0,E,7.9,,13.5,#N/A,,-9,-9,Using Imnavait SNOTEL precipitation data.
1996,2,19960227,ARC,TLKMAIN,-6.8,,-5.2,,-8.6,,0.0,E,5.5,,12.2,#N/A,,-9,-9,Using Imnavait SNOTEL precipitation data.
1996,2,19960228,ARC,TLKMAIN,-5.0,,0.7,,-7.9,,0.0,E,2.3,,6.6,#N/A,,-8,-8,Using Imnavait SNOTEL precipitation data.
1996,2,19960229,ARC,TLKMAIN,0.6,,1.8,,-3.7,,0.0,E,5.9,,10.8,#N/A,,-7,-7,Using Imnavait SNOTEL precipitation data.
1996,3,19960301,ARC,TLKMAIN,-12.0,,0.1,,-21.5,,0.0,E,2.2,,9.1,#N/A,,-7,-7,Using Imnavait SNOTEL precipitation data.
1996,3,19960302,ARC,TLKMAIN,-9.6,,-3.9,,-21.9,,0.0,E,7.0,,16.0,#N/A,,-8,-8,Using Imnavait SNOTEL precipitation data.
1996,3,19960303,ARC,TLKMAIN,-6.7,,-3.9,,-11.3,,0.0,E,3.7,,9.7,#N/A,,-8,-8,Using Imnavait SNOTEL precipitation data.
1996,3,19960304,ARC,TLKMAIN,-6.2,,-5.4,,-9.1,,0.0,E,3.5,,7.3,#N/A,,-7,-7,Using Imnavait SNOTEL precipitation data.
1996,3,19960305,ARC,TLKMAIN,-11.2,,-6.9,,-15.7,,0.0,E,4.8,,7.3,#N/A,,-7,-7,Using Imnavait SNOTEL precipitation data.
1996,3,19960306,ARC,TLKMAIN,-9.9,,-4.5,,-14.7,,0.0,E,4.1,,7.6,#N/A,,-7,-7,Using Imnavait SNOTEL precipitation data.
1996,3,19960307,ARC,TLKMAIN,-9.6,,-4.5,,-25.0,,0.0,E,6.0,,12.4,#N/A,,-7,-7,Using Imnavait SNOTEL precipitation data.
1996,3,19960308,ARC,TLKMAIN,-15.7,,-11.1,,-24.4,,0.0,E,3.6,,8.2,#N/A,,-8,-7,Using Imnavait SNOTEL precipitation data.
1996,3,19960309,ARC,TLKMAIN,-24.2,,-20.1,,-29.2,,0.0,E,3.1,,6.8,#N/A,,-8,-7,Using Imnavait SNOTEL precipitation data.
1996,3,19960310,ARC,TLKMAIN,-29.2,,-19.8,,-34.3,,0.0,E,2.8,,5.4,#N/A,,-8,-8,Using Imnavait SNOTEL precipitation data.
1996,3,19960311,ARC,TLKMAIN,-25.9,,-18.7,,-34.1,,0.0,E,3.9,,7.2,#N/A,,-9,-8,Using Imnavait SNOTEL precipitation data.
1996,3,19960312,ARC,TLKMAIN,-26.5,,-19.9,,-32.1,,0.0,E,2.8,,6.1,#N/A,,-9,-9,Using Imnavait SNOTEL precipitation data.
1996,3,19960313,ARC,TLKMAIN,-27.3,,-16.6,,-32.7,,0.0,E,1.7,,4.5,#N/A,,-10,-9,Using Imnavait SNOTEL precipitation data.
1996,3,19960314,ARC,TLKMAIN,-21.7,,-18.2,,-26.6,,0.0,E,1.7,,4.4,#N/A,,-9,-9,Using Imnavait SNOTEL precipitation data.
1996,3,19960315,ARC,TLKMAIN,-28.0,,-25.0,,-32.1,,0.0,E,1.8,,4.3,#N/A,,-9,-9,Using Imnavait SNOTEL precipitation data.
1996,3,19960316,ARC,TLKMAIN,-32.2,,-27.2,,-37.1,,0.0,E,4.8,,12.7,#N/A,,-9,-9,Using Imnavait SNOTEL precipitation data.
1996,3,19960317,ARC,TLKMAIN,-27.7,,-22.2,,-35.2,,0.0,E,4.6,,7.4,#N/A,,-10,-9,Using Imnavait SNOTEL precipitation data.
1996,3,19960318,ARC,TLKMAIN,-25.3,,-20.3,,-33.9,,0.0,E,3.5,,8.5,#N/A,,-10,-9,Using Imnavait SNOTEL precipitation data.
1996,3,19960319,ARC,TLKMAIN,-20.2,,-10.5,,-30.5,,0.0,E,6.2,,9.2,#N/A,,-10,-9,Using Imnavait SNOTEL precipitation data.
1996,3,19960320,ARC,TLKMAIN,-8.5,,-4.0,,-14.1,,10.2,E,6.7,,12.3,#N/A,,-9,-9,Using Imnavait SNOTEL precipitation data.
1996,3,19960321,ARC,TLKMAIN,-5.8,,-3.1,,-8.6,,0.0,E,8.4,,12.5,#N/A,,-9,-9,Using Imnavait SNOTEL precipitation data.
1996,3,19960322,ARC,TLKMAIN,-8.9,,-3.7,,-17.0,,0.0,E,3.8,,10.1,#N/A,,-8,-8,Using Imnavait SNOTEL precipitation data.
1996,3,19960323,ARC,TLKMAIN,-7.5,,-2.8,,-14.9,,0.0,E,4.9,,11.2,#N/A,,-8,-8,Using Imnavait SNOTEL precipitation data.
1996,3,19960324,ARC,TLKMAIN,-12.6,,-5.5,,-17.7,,0.0,E,3.2,,8.7,#N/A,,-8,-8,Using Imnavait SNOTEL precipitation data.
1996,3,19960325,ARC,TLKMAIN,-4.6,,-1.7,,-9.0,,2.5,E,8.7,,13.3,#N/A,,-8,-8,Using Imnavait SNOTEL precipitation data.
1996,3,19960326,ARC,TLKMAIN,-5.1,,0.0,,-10.9,,0.0,E,6.9,,15.1,#N/A,,-7,-7,Using Imnavait SNOTEL precipitation data.
1996,3,19960327,ARC,TLKMAIN,-10.7,,-6.4,,-14.6,,0.0,E,5.3,,13.8,#N/A,,-7,-7,Using Imnavait SNOTEL precipitation data.
1996,3,19960328,ARC,TLKMAIN,-9.2,,-7.1,,-13.5,,0.0,E,3.6,,9.2,#N/A,,-7,-7,Using Imnavait SNOTEL precipitation data.
